179407	1
179428	1
179529	0
179701	0
179759	1
179940	1
180048	1
180059	1
180076	0
180095	1
180099	0
180113	0
180167	1
180183	0
180186	0
180189	1
180258	1
180274	0
180293	1
180317	1
180327	1
180336	1
180347	1
180350	1
180353	1
180363	0
180390	1
180398	1
180465	1
180466	1
180574	1
180579	1
180605	1
180614	1
180621	0
180623	1
180657	1
180681	1
180686	0
180696	1
180764	1
180801	1
180811	1
180825	1
180841	1
180847	0
180859	0
180958	1
180968	1
180985	1
181017	1
181076	1
181090	1
181190	1
181196	1
181197	0
181199	1
181235	1
181239	1
181243	0
181254	1
181270	1
181277	1
181287	1
181294	1
181297	0
181300	0
181317	1
181335	1
181341	1
181355	0
181379	1
181386	0
181403	1
181404	0
181415	1
181421	1
181425	0
181426	1
