13826	0
14043	1
14160	0
14163	0
14290	0
14365	0
14398	0
14399	1
14400	0
14439	0
14527	0
14988	1
16525	1
16536	0
16643	1
16687	0
16698	1
16746	0
17081	1
17164	1
17166	0
17317	1
17320	0
17502	1
17505	0
17685	1
17921	1
17923	0
18006	1
18009	0
18025	0
18043	0
18070	1
18110	1
18125	1
18418	1
18422	0
18438	0
18522	1
18580	1
18752	1
18798	1
18834	1
19078	1
19314	1
19315	0
19328	1
19393	1
19430	0
19468	1
19593	1
19762	1
19816	1
20102	1
20156	0
20982	1
21548	1
21565	0
21574	0
21698	0
22587	1
22647	1
27158	1
27242	1
27465	0
27795	1
27809	1
28015	1
28040	0
30334	1
30336	1
30445	0
30466	0
35898	0
35993	1
35997	1
36025	0
36055	0
36210	0
39026	1
