79624	1
79669	0
92108	1
92163	0
92434	1
97735	1
102588	1
102601	1
102606	0
103385	1
103814	1
103815	0
103865	1
103997	1
104073	1
105197	1
105266	1
105340	1
105453	0
105478	1
105484	1
105564	1
105628	1
105638	1
105649	1
105658	0
105663	1
105665	0
105676	1
105679	1
105681	1
105682	1
105691	0
105697	1
105704	1
105706	1
105784	1
105972	1
105989	1
105993	1
105994	1
106005	1
106006	0
106018	1
106042	1
106049	1
106056	0
106091	1
106117	0
106173	1
106197	0
106355	1
106366	1
106443	1
106448	1
106627	1
106629	1
106630	1
106631	0
106658	1
106659	1
106704	1
106709	1
106711	1
106714	0
106717	0
106737	1
106743	0
106791	1
106793	0
106811	0
106841	0
106842	0
107084	1
107117	1
107120	1
107140	1
107296	0
107311	1
107340	1
