174701	1
174776	1
175041	1
175097	1
175105	1
175511	1
175963	0
175977	1
176315	1
176327	0
176428	0
176444	0
176510	1
176661	0
176663	0
176667	0
176720	1
176741	0
176742	1
176770	1
176776	0
176778	0
176783	1
176981	1
176991	0
177004	0
177083	0
177127	0
177144	0
177213	1
177292	0
177362	0
177383	0
177396	0
177452	1
177464	0
177471	0
177479	0
177498	1
177507	1
177521	1
177533	1
177565	0
177579	0
177582	1
177591	0
177633	1
177636	0
177647	0
177650	0
177760	1
177761	0
177765	0
177782	0
177789	0
177821	0
177825	0
177871	1
177873	1
177902	1
177903	0
177919	1
177931	0
177963	1
177966	0
178015	1
178046	0
178049	1
178070	0
178074	0
178103	0
178105	1
178108	0
178165	1
178177	1
178179	0
178212	0
178214	0
178237	0
178239	1
