36796	0
36892	1
36893	0
37007	0
37074	1
37203	1
37385	1
37404	0
37412	1
37422	0
37464	0
37493	0
37517	1
37587	1
37597	1
37606	1
37729	0
37734	0
37902	1
37965	1
37968	0
37977	1
37981	0
37983	1
37994	0
38043	1
38099	0
38103	1
38152	0
38198	0
38214	0
38286	1
38310	1
38451	0
38700	1
38785	1
38789	1
38840	0
38884	1
38943	0
38983	1
39012	0
39152	1
39202	1
39244	1
39442	1
39478	0
39480	1
39511	0
39536	0
39543	0
39695	0
40015	0
40084	0
40091	0
40125	0
40184	1
40194	0
40218	0
40223	0
40281	0
40282	0
40293	1
40325	0
40336	0
40412	1
40514	1
41694	0
41762	0
42645	0
42648	0
42658	0
42685	0
43268	1
43344	0
43367	1
43378	0
43379	0
43396	0
43397	1
