186901	1
186903	0
186910	1
186935	1
186976	0
187155	0
187188	0
189932	0
189945	0
190137	1
190201	0
190631	0
191346	1
191353	0
191361	0
191505	0
191524	1
191549	0
191854	1
191862	0
191883	1
191895	0
191989	0
192109	1
192113	1
192174	0
194248	0
195505	1
195527	0
195554	1
195577	0
195578	0
195719	0
195720	0
195724	0
195729	1
195811	0
196488	1
196558	0
205716	0
205752	0
205790	0
205926	0
207595	0
208282	0
208361	1
208414	0
208431	0
208467	1
208481	1
208534	0
208540	1
208553	1
208554	0
208584	0
208595	0
209125	1
209143	0
209160	0
