718	1
791	0
843	0
850	0
941	1
948	0
955	1
963	1
1038	0
1085	1
1087	1
1315	1
1357	0
1574	1
1589	1
1659	0
1672	0
1705	0
1723	0
1932	0
1942	1
2274	1
2309	1
2312	1
2388	1
2402	0
2404	0
2408	0
2419	1
2432	0
2514	0
2566	1
2834	1
2844	1
2866	0
2901	1
2907	0
2910	1
2936	1
2937	1
2958	0
2963	1
2964	0
2969	0
2988	0
3002	0
3193	0
3263	1
3266	1
3292	0
3298	0
3309	0
3334	1
3336	0
3345	0
3471	0
3489	0
3564	0
3568	1
3574	1
3603	0
3625	0
3630	0
3650	1
3689	0
3691	1
3705	0
3721	1
3738	1
3760	1
3761	0
3775	0
3887	1
3889	0
3943	0
3981	0
4002	1
4004	0
4045	0
4084	1
