174701	1
174776	1
175041	1
175097	1
175105	1
175511	1
175963	0
175977	1
176315	1
176327	1
176428	0
176444	1
176510	1
176661	1
176663	1
176667	1
176720	1
176741	1
176742	1
176770	1
176776	1
176778	1
176783	1
176981	1
176991	1
177004	1
177083	0
177127	1
177144	1
177213	1
177292	1
177362	0
177383	1
177396	0
177452	1
177464	1
177471	0
177479	0
177498	1
177507	1
177521	1
177533	1
177565	0
177579	1
177582	1
177591	0
177633	1
177636	0
177647	1
177650	1
177760	1
177761	0
177765	0
177782	1
177789	0
177821	1
177825	0
177871	1
177873	1
177902	1
177903	1
177919	1
177931	0
177963	1
177966	0
178015	1
178046	0
178049	1
178070	1
178074	0
178103	0
178105	1
178108	0
178165	1
178177	1
178179	0
178212	1
178214	1
178237	0
178239	1
