40277	0
41543	1
45543	1
47041	1
47043	0
47071	0
47083	0
47351	1
47420	1
47488	0
47544	1
47618	0
48948	1
61985	1
62103	1
62106	0
62149	0
62674	0
62770	1
62773	0
62775	0
62780	0
63187	0
64260	1
67033	1
67038	1
67076	0
67141	0
67143	0
67152	0
67202	0
67657	1
67659	0
67862	1
67871	0
69392	1
69396	0
69423	0
69424	0
69426	0
69440	0
69471	1
69655	0
69923	1
69948	0
69952	0
70028	0
70035	0
70037	0
70292	1
70336	1
70417	0
70934	1
70938	0
70965	0
71063	1
71981	1
71982	0
71997	0
72009	0
72018	0
72717	0
72747	0
72836	1
72965	0
72982	0
73403	1
73439	0
73606	0
74475	1
74519	0
74952	1
74957	0
74966	0
74973	0
74980	0
74987	0
75016	1
75030	0
75031	0
