611	0
793	1
794	1
799	1
825	0
913	1
921	1
964	0
972	0
1018	0
1040	0
1062	1
1064	0
1069	0
1080	0
1095	0
1190	0
1297	0
1325	1
1386	1
1451	0
1561	1
1573	0
1597	0
1601	0
1631	0
1634	1
1654	0
1682	1
1691	0
1711	0
1768	0
1769	0
2033	1
2245	1
2772	1
2775	0
2802	0
2845	0
3104	1
3668	1
3699	0
3908	1
3969	1
4100	1
4101	0
4125	0
4224	1
4249	0
4505	0
15768	1
15827	0
17230	1
17236	0
19855	0
19856	1
20208	1
20237	0
20267	0
20295	0
22397	1
22827	1
28353	1
28515	0
28764	0
30824	1
35930	1
36072	0
36078	0
42693	0
42785	0
43767	0
43774	0
44083	1
44230	1
44463	0
44573	0
44695	1
44711	1
44725	0
