166259	0
166426	0
166465	1
166482	0
166601	0
166647	1
166956	1
166963	1
166966	0
166986	0
167113	1
167141	0
167351	1
167365	1
167409	1
167446	0
167495	1
167641	1
167645	1
167663	0
168140	1
168141	0
168428	1
168482	1
168525	0
168603	1
168755	1
168767	1
168900	0
168967	1
168972	1
168976	1
168978	0
169006	1
169012	1
169021	1
169022	0
169032	0
169033	0
169044	1
169050	0
169248	1
169366	0
169425	1
169457	1
169506	1
169524	1
169602	1
169666	1
169676	0
169718	1
169746	1
169785	1
169847	1
170044	1
170061	1
170084	1
170102	1
170114	1
170115	1
170122	0
170137	1
170170	1
170202	1
170228	0
170404	1
170486	0
170515	1
170517	1
170527	0
170533	1
170558	0
170593	1
170595	1
170636	0
170662	0
170668	0
170681	1
170687	0
170688	1
